id,species,symptoms,disease
828,cow,salivation;loss_of_appetite;lameness;උණ,Foot_and_Mouth
829,cow,blisters;loss_of_appetite;උණ;salivation,Foot_and_Mouth
830,cow,loss_of_appetite;උණ;salivation,Foot_and_Mouth
831,cow,blisters;lameness;salivation;උණ,Foot_and_Mouth
833,cow,උණ;loss_of_appetite;blisters;lameness,Foot_and_Mouth
834,cow,loss_of_appetite;lameness;blisters;salivation;උණ,Foot_and_Mouth
835,cow,loss_of_appetite;blisters;salivation;උණ;lameness,Foot_and_Mouth
837,cow,blisters;salivation;උණ;lameness;loss_of_appetite,Foot_and_Mouth
838,cow,salivation;loss_of_appetite;blisters;උණ,Foot_and_Mouth
839,cow,salivation;උණ;blisters;loss_of_appetite,Foot_and_Mouth
842,cow,weight_loss;lethargy;sweet_breath;loss_of_appetite;low_කිරි_yield,Ketosis
843,cow,sweet_breath;loss_of_appetite;weight_loss;low_කිරි_yield;lethargy,Ketosis
844,cow,sweet_breath;loss_of_appetite;low_කිරි_yield;weight_loss,Ketosis
845,cow,loss_of_appetite;sweet_breath;lethargy;low_කිරි_yield,Ketosis
846,cow,sweet_breath;low_කිරි_yield;loss_of_appetite;weight_loss;lethargy,Ketosis
847,cow,weight_loss;lethargy;loss_of_appetite;low_කිරි_yield;sweet_breath,Ketosis
849,cow,weight_loss;loss_of_appetite;low_කිරි_yield,Ketosis
850,cow,sweet_breath;loss_of_appetite;lethargy;low_කිරි_yield;weight_loss,Ketosis
851,cow,sweet_breath;loss_of_appetite;low_කිරි_yield,Ketosis
852,cow,weight_loss;lethargy;low_කිරි_yield;loss_of_appetite,Ketosis
853,cow,loss_of_appetite;weight_loss;sweet_breath;low_කිරි_yield;lethargy,Ketosis
855,cow,lethargy;loss_of_appetite;sweet_breath;low_කිරි_yield;weight_loss,Ketosis
856,cow,sweet_breath;low_කිරි_yield;weight_loss;lethargy;loss_of_appetite,Ketosis
857,cow,low_කිරි_yield;loss_of_appetite;lethargy;sweet_breath;weight_loss,Ketosis
858,cow,weight_loss;lethargy;low_කිරි_yield;sweet_breath;loss_of_appetite,Ketosis
860,cow,low_කිරි_yield;sweet_breath;loss_of_appetite;weight_loss,Ketosis
861,cow,sweet_breath;weight_loss;loss_of_appetite;low_කිරි_yield;lethargy,Ketosis
863,cow,low_කිරි_yield;sweet_breath;lethargy,Ketosis
864,cow,sweet_breath;lethargy;low_කිරි_yield,Ketosis
865,cow,sweet_breath;weight_loss;low_කිරි_yield,Ketosis
866,cow,low_කිරි_yield;sweet_breath;weight_loss;loss_of_appetite,Ketosis
867,cow,sweet_breath;weight_loss;loss_of_appetite;low_කිරි_yield,Ketosis
868,cow,sweet_breath;loss_of_appetite;low_කිරි_yield;weight_loss;lethargy,Ketosis
869,cow,low_කිරි_yield;weight_loss;lethargy;loss_of_appetite,Ketosis
871,cow,lethargy;low_කිරි_yield;sweet_breath;loss_of_appetite,Ketosis
872,cow,weight_loss;sweet_breath;low_කිරි_yield,Ketosis
873,cow,low_කිරි_yield;weight_loss;loss_of_appetite;sweet_breath,Ketosis
874,cow,lethargy;low_කිරි_yield;loss_of_appetite;weight_loss;sweet_breath,Ketosis
876,cow,sweet_breath;loss_of_appetite;low_කිරි_yield;lethargy,Ketosis
877,cow,low_කිරි_yield;sweet_breath;weight_loss;loss_of_appetite;lethargy,Ketosis
878,cow,low_කිරි_yield;sweet_breath;lethargy;weight_loss;loss_of_appetite,Ketosis
879,cow,loss_of_appetite;weight_loss;sweet_breath;lethargy;low_කිරි_yield,Ketosis
880,cow,sweet_breath;loss_of_appetite;low_කිරි_yield;lethargy;weight_loss,Ketosis
882,cow,weight_loss;loss_of_appetite;sweet_breath;lethargy;low_කිරි_yield,Ketosis
883,cow,weight_loss;sweet_breath;loss_of_appetite;low_කිරි_yield;lethargy,Ketosis
885,cow,loss_of_appetite;low_කිරි_yield;sweet_breath;weight_loss;lethargy,Ketosis
886,cow,low_කිරි_yield;lethargy;weight_loss;loss_of_appetite;sweet_breath,Ketosis
887,cow,low_කිරි_yield;lethargy;loss_of_appetite,Ketosis
888,cow,loss_of_appetite;low_කිරි_yield;lethargy;weight_loss;sweet_breath,Ketosis
889,cow,loss_of_appetite;sweet_breath;low_කිරි_yield;weight_loss,Ketosis
890,cow,sweet_breath;lethargy;low_කිරි_yield;loss_of_appetite;weight_loss,Ketosis
892,cow,weight_loss;sweet_breath;low_කිරි_yield;lethargy,Ketosis
893,cow,weight_loss;loss_of_appetite;low_කිරි_yield,Ketosis
894,cow,loss_of_appetite;weight_loss;low_කිරි_yield,Ketosis
896,cow,lethargy;weight_loss;loss_of_appetite;low_කිරි_yield,Ketosis
897,cow,weight_loss;loss_of_appetite;low_කිරි_yield,Ketosis
898,cow,weight_loss;low_කිරි_yield;sweet_breath;lethargy;loss_of_appetite,Ketosis
900,cow,weight_loss;lethargy;sweet_breath;low_කිරි_yield,Ketosis
901,cow,weight_loss;loss_of_appetite;lethargy;low_කිරි_yield,Ketosis
903,cow,weight_loss;loss_of_appetite;low_කිරි_yield;sweet_breath,Ketosis
904,cow,low_කිරි_yield;sweet_breath;weight_loss;lethargy;loss_of_appetite,Ketosis
905,cow,sweet_breath;weight_loss;low_කිරි_yield;loss_of_appetite,Ketosis
906,cow,low_කිරි_yield;weight_loss;lethargy;sweet_breath;loss_of_appetite,Ketosis
907,cow,sweet_breath;loss_of_appetite;lethargy;low_කිරි_yield;weight_loss,Ketosis
909,cow,loss_of_appetite;sweet_breath;lethargy;low_කිරි_yield;weight_loss,Ketosis
911,cow,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;dehydration;දුර්වලත්වය;උණ,Bovine_Diarrhea
912,cow,dehydration;loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
913,cow,උණ;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
914,cow,dehydration;loss_of_appetite;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව;උණ,Bovine_Diarrhea
915,cow,දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව;dehydration,Bovine_Diarrhea
916,cow,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;dehydration;දුර්වලත්වය,Bovine_Diarrhea
917,cow,loss_of_appetite;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
918,cow,දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
919,cow,දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite;දුර්වලත්වය;dehydration,Bovine_Diarrhea
920,cow,දිගු අස්ථිර දියවැඩියාව;උණ;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
921,cow,දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;loss_of_appetite;උණ;dehydration,Bovine_Diarrhea
922,cow,දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite,Bovine_Diarrhea
923,cow,dehydration;උණ;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
924,cow,dehydration;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
925,cow,dehydration;උණ;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
926,cow,දුර්වලත්වය;dehydration;උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
927,cow,loss_of_appetite;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
928,cow,loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය,Bovine_Diarrhea
929,cow,dehydration;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;උණ;දුර්වලත්වය,Bovine_Diarrhea
930,cow,දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
931,cow,loss_of_appetite;dehydration;දිගු අස්ථිර දියවැඩියාව;උණ;දුර්වලත්වය,Bovine_Diarrhea
932,cow,loss_of_appetite;උණ;දුර්වලත්වය;dehydration;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
933,cow,උණ;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
934,cow,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;උණ;dehydration,Bovine_Diarrhea
935,cow,dehydration;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය,Bovine_Diarrhea
936,cow,දිගු අස්ථිර දියවැඩියාව;උණ;දුර්වලත්වය;dehydration,Bovine_Diarrhea
937,cow,dehydration;loss_of_appetite;දුර්වලත්වය,Bovine_Diarrhea
938,cow,loss_of_appetite;දුර්වලත්වය;උණ;dehydration,Bovine_Diarrhea
939,cow,loss_of_appetite;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
940,cow,dehydration;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය,Bovine_Diarrhea
941,cow,loss_of_appetite;උණ;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
942,cow,loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;dehydration,Bovine_Diarrhea
943,cow,දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;උණ;loss_of_appetite,Bovine_Diarrhea
944,cow,dehydration;දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite,Bovine_Diarrhea
945,cow,loss_of_appetite;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව;උණ,Bovine_Diarrhea
946,cow,loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව;dehydration,Bovine_Diarrhea
947,cow,loss_of_appetite;dehydration;දුර්වලත්වය;උණ,Bovine_Diarrhea
948,cow,දුර්වලත්වය;dehydration;උණ,Bovine_Diarrhea
949,cow,දුර්වලත්වය;උණ;dehydration;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
950,cow,උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;dehydration,Bovine_Diarrhea
951,cow,දුර්වලත්වය;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;dehydration,Bovine_Diarrhea
952,cow,loss_of_appetite;දුර්වලත්වය;උණ;දිගු අස්ථිර දියවැඩියාව;dehydration,Bovine_Diarrhea
953,cow,දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
954,cow,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;දුර්වලත්වය,Bovine_Diarrhea
955,cow,උණ;දුර්වලත්වය;loss_of_appetite;dehydration;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
956,cow,දිගු අස්ථිර දියවැඩියාව;උණ;dehydration;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
957,cow,dehydration;දුර්වලත්වය;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;උණ,Bovine_Diarrhea
958,cow,උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;දුර්වලත්වය;dehydration,Bovine_Diarrhea
959,cow,උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;dehydration,Bovine_Diarrhea
960,cow,උණ;dehydration;loss_of_appetite;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
961,cow,dehydration;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
962,cow,දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව;dehydration,Bovine_Diarrhea
963,cow,dehydration;දිගු අස්ථිර දියවැඩියාව;උණ;දුර්වලත්වය,Bovine_Diarrhea
964,cow,දුර්වලත්වය;loss_of_appetite;dehydration;උණ;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
965,cow,dehydration;උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;දුර්වලත්වය,Bovine_Diarrhea
966,cow,උණ;loss_of_appetite;dehydration;දුර්වලත්වය,Bovine_Diarrhea
967,cow,උණ;දිගු අස්ථිර දියවැඩියාව;dehydration,Bovine_Diarrhea
968,cow,උණ;loss_of_appetite;දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
969,cow,දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;dehydration;උණ;loss_of_appetite,Bovine_Diarrhea
970,cow,දුර්වලත්වය;dehydration;loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
971,cow,දුර්වලත්වය;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;උණ;dehydration,Bovine_Diarrhea
972,cow,dehydration;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය;උණ;loss_of_appetite,Bovine_Diarrhea
973,cow,dehydration;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
974,cow,දුර්වලත්වය;උණ;dehydration,Bovine_Diarrhea
975,cow,දිගු අස්ථිර දියවැඩියාව;dehydration;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
976,cow,dehydration;උණ;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
977,cow,dehydration;උණ;දුර්වලත්වය;loss_of_appetite,Bovine_Diarrhea
978,cow,දුර්වලත්වය;loss_of_appetite;dehydration;උණ;දිගු අස්ථිර දියවැඩියාව,Bovine_Diarrhea
979,cow,loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;දුර්වලත්වය,Bovine_Diarrhea
980,cow,උණ;දිගු අස්ථිර දියවැඩියාව;dehydration;දුර්වලත්වය,Bovine_Diarrhea
981,cow,දුර්වලත්වය;loss_of_appetite;කැස්සing;උණ,Bovine_Tuberculosis
982,cow,දුර්වලත්වය;weight_loss;කැස්සing;උණ;loss_of_appetite,Bovine_Tuberculosis
983,cow,weight_loss;කැස්සing;loss_of_appetite,Bovine_Tuberculosis
984,cow,weight_loss;උණ;කැස්සing,Bovine_Tuberculosis
985,cow,weight_loss;දුර්වලත්වය;කැස්සing,Bovine_Tuberculosis
986,cow,loss_of_appetite;දුර්වලත්වය;weight_loss,Bovine_Tuberculosis
987,cow,උණ;කැස්සing;loss_of_appetite;දුර්වලත්වය,Bovine_Tuberculosis
988,cow,උණ;දුර්වලත්වය;loss_of_appetite;කැස්සing;weight_loss,Bovine_Tuberculosis
989,cow,weight_loss;දුර්වලත්වය;උණ;කැස්සing,Bovine_Tuberculosis
990,cow,දුර්වලත්වය;weight_loss;loss_of_appetite,Bovine_Tuberculosis
991,cow,loss_of_appetite;උණ;weight_loss;කැස්සing,Bovine_Tuberculosis
992,cow,උණ;කැස්සing;දුර්වලත්වය,Bovine_Tuberculosis
993,cow,උණ;weight_loss;කැස්සing;loss_of_appetite,Bovine_Tuberculosis
994,cow,weight_loss;උණ;loss_of_appetite;කැස්සing;දුර්වලත්වය,Bovine_Tuberculosis
995,cow,කැස්සing;weight_loss;දුර්වලත්වය;loss_of_appetite;උණ,Bovine_Tuberculosis
996,cow,උණ;කැස්සing;දුර්වලත්වය,Bovine_Tuberculosis
997,cow,loss_of_appetite;දුර්වලත්වය;උණ;weight_loss,Bovine_Tuberculosis
998,cow,දුර්වලත්වය;උණ;කැස්සing;weight_loss,Bovine_Tuberculosis
999,cow,loss_of_appetite;weight_loss;උණ;දුර්වලත්වය,Bovine_Tuberculosis
1000,cow,loss_of_appetite;weight_loss;කැස්සing;උණ;දුර්වලත්වය,Bovine_Tuberculosis
1001,cow,උණ;කැස්සing;weight_loss,Bovine_Tuberculosis
1002,cow,දුර්වලත්වය;loss_of_appetite;කැස්සing;weight_loss;උණ,Bovine_Tuberculosis
1003,cow,දුර්වලත්වය;කැස්සing;උණ;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1004,cow,loss_of_appetite;දුර්වලත්වය;උණ;weight_loss,Bovine_Tuberculosis
1005,cow,weight_loss;උණ;කැස්සing;දුර්වලත්වය;loss_of_appetite,Bovine_Tuberculosis
1006,cow,උණ;loss_of_appetite;දුර්වලත්වය,Bovine_Tuberculosis
1007,cow,loss_of_appetite;කැස්සing;දුර්වලත්වය,Bovine_Tuberculosis
1008,cow,උණ;weight_loss;දුර්වලත්වය;loss_of_appetite;කැස්සing,Bovine_Tuberculosis
1009,cow,උණ;loss_of_appetite;weight_loss;දුර්වලත්වය;කැස්සing,Bovine_Tuberculosis
1010,cow,weight_loss;කැස්සing;උණ;loss_of_appetite;දුර්වලත්වය,Bovine_Tuberculosis
1011,cow,උණ;weight_loss;කැස්සing,Bovine_Tuberculosis
1012,cow,loss_of_appetite;දුර්වලත්වය;කැස්සing;උණ,Bovine_Tuberculosis
1013,cow,දුර්වලත්වය;උණ;loss_of_appetite;weight_loss,Bovine_Tuberculosis
1014,cow,weight_loss;කැස්සing;loss_of_appetite,Bovine_Tuberculosis
1015,cow,උණ;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1016,cow,weight_loss;උණ;loss_of_appetite,Bovine_Tuberculosis
1017,cow,දුර්වලත්වය;කැස්සing;උණ,Bovine_Tuberculosis
1018,cow,කැස්සing;උණ;loss_of_appetite;weight_loss;දුර්වලත්වය,Bovine_Tuberculosis
1019,cow,උණ;දුර්වලත්වය;weight_loss,Bovine_Tuberculosis
1020,cow,උණ;loss_of_appetite;කැස්සing;weight_loss,Bovine_Tuberculosis
1021,cow,loss_of_appetite;weight_loss;දුර්වලත්වය;උණ,Bovine_Tuberculosis
1022,cow,කැස්සing;weight_loss;loss_of_appetite;උණ,Bovine_Tuberculosis
1023,cow,දුර්වලත්වය;weight_loss;loss_of_appetite;කැස්සing,Bovine_Tuberculosis
1024,cow,දුර්වලත්වය;weight_loss;කැස්සing;loss_of_appetite,Bovine_Tuberculosis
1025,cow,දුර්වලත්වය;උණ;කැස්සing;loss_of_appetite;weight_loss,Bovine_Tuberculosis
1026,cow,දුර්වලත්වය;කැස්සing;weight_loss;උණ;loss_of_appetite,Bovine_Tuberculosis
1027,cow,loss_of_appetite;දුර්වලත්වය;උණ;weight_loss,Bovine_Tuberculosis
1028,cow,දුර්වලත්වය;කැස්සing;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1029,cow,weight_loss;දුර්වලත්වය;loss_of_appetite;උණ;කැස්සing,Bovine_Tuberculosis
1030,cow,දුර්වලත්වය;උණ;loss_of_appetite;කැස්සing,Bovine_Tuberculosis
1031,cow,උණ;loss_of_appetite;කැස්සing,Bovine_Tuberculosis
1032,cow,දුර්වලත්වය;loss_of_appetite;කැස්සing,Bovine_Tuberculosis
1033,cow,දුර්වලත්වය;කැස්සing;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1034,cow,උණ;loss_of_appetite;දුර්වලත්වය;කැස්සing;weight_loss,Bovine_Tuberculosis
1035,cow,දුර්වලත්වය;උණ;weight_loss,Bovine_Tuberculosis
1036,cow,weight_loss;දුර්වලත්වය;උණ,Bovine_Tuberculosis
1037,cow,කැස්සing;උණ;loss_of_appetite;දුර්වලත්වය;weight_loss,Bovine_Tuberculosis
1038,cow,කැස්සing;උණ;දුර්වලත්වය;weight_loss,Bovine_Tuberculosis
1039,cow,loss_of_appetite;උණ;දුර්වලත්වය;weight_loss,Bovine_Tuberculosis
1040,cow,කැස්සing;උණ;loss_of_appetite,Bovine_Tuberculosis
1041,cow,කැස්සing;loss_of_appetite;weight_loss,Bovine_Tuberculosis
1042,cow,දුර්වලත්වය;loss_of_appetite;උණ,Bovine_Tuberculosis
1043,cow,දුර්වලත්වය;උණ;කැස්සing,Bovine_Tuberculosis
1044,cow,උණ;weight_loss;කැස්සing;දුර්වලත්වය,Bovine_Tuberculosis
1045,cow,දුර්වලත්වය;loss_of_appetite;කැස්සing;උණ;weight_loss,Bovine_Tuberculosis
1046,cow,දුර්වලත්වය;loss_of_appetite;කැස්සing;උණ;weight_loss,Bovine_Tuberculosis
1047,cow,උණ;loss_of_appetite;දුර්වලත්වය;කැස්සing;weight_loss,Bovine_Tuberculosis
1048,cow,දුර්වලත්වය;loss_of_appetite;කැස්සing,Bovine_Tuberculosis
1049,cow,දුර්වලත්වය;කැස්සing;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1050,cow,loss_of_appetite;කැස්සing;දුර්වලත්වය;weight_loss;උණ,Bovine_Tuberculosis
